Brand,Model Name,Model Image,Technology,2G bands,3G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,Single,Features,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Stand-by,Talk time,Colors,,_1,GPRS,EDGE,Phonebook,Call records,Messaging,Games,Java,Keyboard,_1_1,Price,4G bands,Quad,Charging,Models,64GB 4GB RAM,128GB 4GB RAM,Build,Features_1,4GB 512MB RAM,5G bands,Protection,Dual,SAR,SAR EU,128MB 64MB RAM,Triple,32GB 3GB RAM,64GB 3GB RAM,32GB 2GB RAM,16GB 2GB RAM,128GB 8GB RAM,64GB 6GB RAM,64GB 8GB RAM,16GB 1GB RAM,16MB 8MB RAM,Performance,Display,Camera,Loudspeaker_1,Audio quality,Battery life,128GB 6GB RAM,4GB 512MB,Five,8GB 1GB RAM,Music play,Stand-by_1,Talk time_1,16GB 3GB RAM,Browser,Infrared port,Alert types,Languages,Clock,Alarm,256GB 12GB RAM,256GB 8GB RAM,512GB 12GB RAM,256GB 6GB RAM,Dual_1
b'oppo',b'Oppo Reno',b'https://fdn2.gsmarena.com/vv/bigpic/oppo-reno1.jpg',b'GSM / CDMA / HSPA / EVDO / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE-A'","b'2019, April'","b'Available. Released 2019, April'",b'156.6 x 74.3 x 9 mm (6.17 x 2.93 x 0.35 in)',b'185 g (6.53 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'AMOLED',"b'6.4 inches, 101.0 cm2 (~86.8% screen-to-body ratio)'","b'1080 x 2340 pixels, 19.5:9 ratio (~402 ppi density)'","b'Android 9.0 (Pie), upgradable to Android 10, ColorOS 7.0'",b'Qualcomm SDM710 Snapdragon 710 (10 nm)',b'Octa-core (2x2.2 GHz Kryo 360 Gold & 6x1.7 GHz Kryo 360 Silver)',b'Adreno 616',b'No',"b'128GB 6GB RAM, 128GB 8GB RAM, 256GB 6GB RAM, 256GB 8GB RAM'","b'Motorized pop-up 16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0\xc2\xb5m'","b'Dual-LED flash, HDR, panorama'","b'4K@30fps, 1080p@30/60/120fps, gyro-EIS'",,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, EDR, LE, aptX HD'","b'Yes, with A-GPS, GLONASS, GALILEO, BDS'",b'Yes',b'No',"b'USB Type-C, USB On-The-Go'","b'Fingerprint (under display, optical), accelerometer, gyro, proximity, compass'","b'Li-Po 3765 mAh, non-removable'",,,"b'Ocean Green, Jet Black, Nebula Purple, Pink Mist, Coral Orange, Inspiration Edition'",b'CDMA 800 & TD-SCDMA',b'CDMA2000 1xEV-DO',,,,,,,,,b'24-bit/192kHz audio',"b'$\xe2\x80\x89340.00 / \xe2\x82\xac\xe2\x80\x89309.87 / \xc2\xa3\xe2\x80\x89353.84 / \xe2\x82\xb9\xe2\x80\x8934,989'",b'LTE - Global',,b'Fast charging 20W VOOC',"b'PCAM00, PCAT00, CPH1917'",,,"b'Glass front (Gorilla Glass 6), glass back (Gorilla Glass 5), aluminum frame'",b'HDR',,,b'Corning Gorilla Glass 6',"b'48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8\xc2\xb5m, PDAF 5 MP, f/2.4, (depth)'",,,,,,,,,b'\xc2\xa3\xe2\x80\x89475.90',,,,,,,,,,,,,,,,,,,,,,,,,,,,b'$\xe2\x80\x89340.00',
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'oppo',b'Oppo A1k',b'https://fdn2.gsmarena.com/vv/bigpic/oppo-a1k.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE-A'","b'2019, April'","b'Available. Released 2019, May'",b'154.5 x 73.8 x 8.4 mm (6.08 x 2.91 x 0.33 in)',b'170 g (6.00 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.1 inches, 91.3 cm2 (~80.1% screen-to-body ratio)'","b'720 x 1560 pixels, 19.5:9 ratio (~282 ppi density)'","b'Android 9.0 (Pie), ColorOS 6'",b'Mediatek MT6762 Helio P22 (12 nm)',b'Octa-core 2.0 GHz Cortex-A53',b'PowerVR GE8320',b'microSDXC (dedicated slot)',b'32GB 2GB RAM',"b'8 MP, f/2.2, 1/3.2"", 1.4\xc2\xb5m, AF'","b'LED flash, HDR, panorama'",b'1080p@30fps',"b'5 MP, f/2.0, 1/5"", 1.12\xc2\xb5m'",b'720p',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, proximity, compass'","b'Li-Po 4000 mAh, non-removable'",,,"b'Black, Red'",b'eMMC 5.1',,,,,,,,,,,b'About 100 EUR',"b'1, 3, 5, 7, 8, 20, 28, 38, 40, 41'",,,b'CPH1923',,,"b'Glass front (Gorilla Glass 3), plastic back, plastic frame'",b'HDR',,,b'Corning Gorilla Glass 3',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'oppo',b'Oppo A7n',b'https://fdn2.gsmarena.com/vv/bigpic/oppo-a7n.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps'","b'2019, April'","b'Available. Released 2019, May'",b'155.9 x 75.4 x 8.2 mm (6.14 x 2.97 x 0.32 in)',b'170 g (6.00 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'S-IPS LCD',"b'6.2 inches, 95.9 cm2 (~81.6% screen-to-body ratio)'","b'720 x 1520 pixels, 19:9 ratio (~271 ppi density)'","b'Android 8.1 (Oreo), ColorOS 5.2'",b'Mediatek MT6765 Helio P35 (12nm)',b'Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53)',b'PowerVR GE8320',b'microSDXC (dedicated slot)',b'64GB 4GB RAM',"b'16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0\xc2\xb5m'","b'LED flash, HDR, panorama'",b'1080p@30fps',,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS, GALILEO, BDS'",b'Yes',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, proximity, compass'","b'Li-Ion 4230 mAh, non-removable'",,,b'Green',b'CDMA 800 & TD-SCDMA',b'eMMC 5.1',,,,,,,,,,b'About 200 EUR',"b'1, 3, 5, 7, 8, 34, 38, 39, 40, 41'",,,"b'PCDM00, PCDT00'",,,,b'HDR',,,,"b'13 MP, f/2.2, AF 2 MP, f/2.4, (depth)'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'oppo',b'Oppo A5s (AX5s)',b'https://fdn2.gsmarena.com/vv/bigpic/oppo-a5s-r.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps'","b'2019, March 18'","b'Available. Released 2019, April'",b'155.9 x 75.4 x 8.2 mm (6.14 x 2.97 x 0.32 in)',b'170 g (6.00 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'S-IPS LCD',"b'6.2 inches, 95.9 cm2 (~81.6% screen-to-body ratio)'","b'720 x 1520 pixels, 19:9 ratio (~271 ppi density)'","b'Android 8.1 (Oreo), ColorOS 5.2'",b'Mediatek MT6765 Helio P35 (12nm)',b'Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53)',b'PowerVR GE8320',b'microSDXC (dedicated slot)',"b'32GB 2GB RAM, 32GB 3GB RAM, 64GB 4GB RAM'","b'8 MP, f/2.0'","b'LED flash, HDR, panorama'",b'1080p@30fps',,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS, GALILEO, BDS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, proximity, compass'","b'Li-Ion 4230 mAh, non-removable'",,,"b'Red, Black, Gold, Green'",b'eMMC 5.1',,,,,,,,,,,"b'\xe2\x82\xb9\xe2\x80\x898,990'","b'1, 3, 5, 7, 8, 20, 28, 38, 40, 41'",,,"b'CPH1909, CPH1920, CPH1912'","b'\xe2\x82\xb9\xe2\x80\x8910,790'",,"b'Glass front (Gorilla Glass 3), plastic back, plastic frame'",b'HDR',,,b'Corning Gorilla Glass 3',"b'13 MP, f/2.2, AF 2 MP, f/2.4, (depth)'",,,,,"b'\xe2\x82\xb9\xe2\x80\x898,990'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'oppo',b'Oppo F11',b'https://fdn2.gsmarena.com/vv/bigpic/oppo-f11-.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat7 300/50 Mbps'","b'2019, March'","b'Available. Released 2019, May'",b'162 x 76.1 x 8.3 mm (6.38 x 3.00 x 0.33 in)',b'188 g (6.63 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'LTPS IPS LCD',"b'6.53 inches, 105.2 cm2 (~85.3% screen-to-body ratio)'","b'1080 x 2340 pixels, 19.5:9 ratio (~394 ppi density)'","b'Android 9.0 (Pie), ColorOS 6'",b'Mediatek MT6771 Helio P70 (12nm)',b'Octa-core (4x2.1 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53)',b'Mali-G72 MP3',b'microSDXC (uses shared SIM slot)',"b'64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM'","b'16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0\xc2\xb5m'","b'LED flash, HDR, panorama'",b'1080p@30fps',,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, proximity, compass'","b'Li-Po 4020 mAh, non-removable'",,,"b'Flourite Purple, Marble Green, Jewelry White'","b'1, 3, 5, 7, 8, 38, 40, 41 - V2'","b'1, 3, 5, 8, 38, 40, 41 - V3'",,,,,,,,,b'eMMC 5.1',"b'\xe2\x82\xb9\xe2\x80\x8914,990'","b'1, 3, 5, 7, 8, 20, 28, 38, 40, 41 - V1'",,b'Fast charging 20W VOOC 3.0',"b'CPH1913, CPH1911'",,,"b'Glass front, plastic back, plastic frame'",b'HDR',,,,"b'48 MP, f/1.8, (wide), 1/2.0"", 0.8\xc2\xb5m, PDAF 5 MP, f/2.4, (depth)'",,,,,,,,,,,,,,,,,,,,"b'\xe2\x82\xb9\xe2\x80\x8914,990'",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'oppo',b'Oppo F11 Pro',b'https://fdn2.gsmarena.com/vv/bigpic/oppo-f11-pro-.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat7 300/50 Mbps'","b'2019, March'","b'Available. Released 2019, March'",b'161.3 x 76.1 x 8.8 mm (6.35 x 3.00 x 0.35 in)',b'190 g (6.70 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'LTPS IPS LCD',"b'6.53 inches, 103.6 cm2 (~84.4% screen-to-body ratio)'","b'1080 x 2340 pixels, 19.5:9 ratio (~397 ppi density)'","b'Android 9.0 (Pie), ColorOS 6'",b'Mediatek MT6771 Helio P70 (12nm)',b'Octa-core (4x2.1 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53)',b'Mali-G72 MP3',b'microSDXC (uses shared SIM slot)',"b'64GB 4GB RAM, 64GB 6GB RAM, 128GB 6GB RAM'","b'Motorized pop-up 16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0\xc2\xb5m'","b'LED flash, HDR, panorama'",b'1080p@30fps',,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, proximity, compass'","b'Li-Po 4000 mAh, non-removable'",,,"b'Thunder Black, Aurora Green'","b'1, 3, 5, 7, 8, 38, 40, 41 - V2'","b'1, 3, 5, 8, 38, 40, 41 - V3'",,,,,,,,,b'eMMC 5.1',"b'\xe2\x82\xb9\xe2\x80\x8914,990'","b'1, 3, 5, 7, 8, 20, 28, 38, 40, 41 - V1'",,b'Fast charging 20W VOOC 3.0',"b'CPH1969, CPH2209'",,,"b'Glass front, plastic back, plastic frame'",b'HDR',,,,"b'48 MP, f/1.8, (wide), 1/2.25"", 0.8\xc2\xb5m, PDAF 5 MP, f/2.4, (depth)'",,,,,,,,,,"b'\xe2\x82\xb9\xe2\x80\x8922,490'",,,,b'AnTuTu: 150218 (v7)GeekBench: 6020 (v4.4)GFXBench: 7.4fps (ES 3.1 onscreen)',"b'Contrast ratio: 1392:1 (nominal), 2.987 (sunlight)'",b'Photo / Video',b'Voice 67dB / Noise 72dB / Ring 80dB',b'Noise -93.4dB / Crosstalk -92.9dB',b'Endurance rating 109h',"b'\xe2\x82\xb9\xe2\x80\x8914,990'",,,,,,,,,,,,,,,,,,
